"ID","Process ID","Process Name","Host Name","Kernel Name","Kernel Time","Context","Stream","Section Name","Metric Name","Metric Unit","Metric Value"
"42","4501","trtexec","127.0.0.1","void op_generic_tensor_kernel<1, float, float, float, 256, (cudnnGenericOp_t)8, (cudnnNanPropagation_t)1, 1>(cudnnTensorStruct, float*, cudnnTensorStruct, float const*, cudnnTensorStruct, float const*, float, float, float, cudnnActivationStruct, reducedDivisorArray, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","13.47"
"43","4501","trtexec","127.0.0.1","void nvinfer1::rt::cuda::poolCHW_PQT<3, 3, 2, 2, 4, 28, 513, 2, 1, true, (nvinfer1::rt::cuda::ITiledPooling::PoolingMode)0, false>(nvinfer1::rt::cuda::TiledPoolingParams, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","4.13"
"43","4501","trtexec","127.0.0.1","void nvinfer1::rt::cuda::poolCHW_PQT<3, 3, 2, 2, 4, 28, 513, 2, 1, true, (nvinfer1::rt::cuda::ITiledPooling::PoolingMode)0, false>(nvinfer1::rt::cuda::TiledPoolingParams, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","10.59"
"44","4501","trtexec","127.0.0.1","void genericReformat::copyPackedKernel<float, float, true, true, genericReformat::ArrayN<4>, 4>(unsigned int, unsigned int, void const*, genericReformat::ArrayN<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayN<4>, int, int, int, float const*, void*, genericReformat::ArrayN<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayN<4>, int, int, int, float const*, genericReformat::ArrayN<4>)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","4.77"
"44","4501","trtexec","127.0.0.1","void genericReformat::copyPackedKernel<float, float, true, true, genericReformat::ArrayN<4>, 4>(unsigned int, unsigned int, void const*, genericReformat::ArrayN<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayN<4>, int, int, int, float const*, void*, genericReformat::ArrayN<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayN<4>, int, int, int, float const*, genericReformat::ArrayN<4>)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","8.61"
"45","4501","trtexec","127.0.0.1","trt_volta_scudnn_128x32_sliced1x4_ldg4_relu_exp_small_nhwc_tn_v1","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","92.70"
"45","4501","trtexec","127.0.0.1","trt_volta_scudnn_128x32_sliced1x4_ldg4_relu_exp_small_nhwc_tn_v1","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","5.95"
"46","4501","trtexec","127.0.0.1","void genericReformat::copyPackedKernel<float, float, false, true, genericReformat::IdentityCoordMapper<4>, 4>(unsigned int, unsigned int, void const*, genericReformat::ArrayN<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayN<4>, int, int, int, float const*, void*, genericReformat::ArrayN<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayN<4>, int, int, int, float const*, genericReformat::IdentityCoordMapper<4>)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","7.52"
"46","4501","trtexec","127.0.0.1","void genericReformat::copyPackedKernel<float, float, false, true, genericReformat::IdentityCoordMapper<4>, 4>(unsigned int, unsigned int, void const*, genericReformat::ArrayN<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayN<4>, int, int, int, float const*, void*, genericReformat::ArrayN<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayN<4>, int, int, int, float const*, genericReformat::IdentityCoordMapper<4>)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","26.30"
"47","4501","trtexec","127.0.0.1","void nvinfer1::rt::cuda::poolCHW_PQT<3, 3, 2, 2, 14, 14, 841, 2, 1, true, (nvinfer1::rt::cuda::ITiledPooling::PoolingMode)0, false>(nvinfer1::rt::cuda::TiledPoolingParams, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","4"
"47","4501","trtexec","127.0.0.1","void nvinfer1::rt::cuda::poolCHW_PQT<3, 3, 2, 2, 14, 14, 841, 2, 1, true, (nvinfer1::rt::cuda::ITiledPooling::PoolingMode)0, false>(nvinfer1::rt::cuda::TiledPoolingParams, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","7.28"
"48","4501","trtexec","127.0.0.1","trt_volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","54.14"
"48","4501","trtexec","127.0.0.1","trt_volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","8.41"
"49","4501","trtexec","127.0.0.1","trt_volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","92"
"49","4501","trtexec","127.0.0.1","trt_volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","6.45"
"50","4501","trtexec","127.0.0.1","trt_volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","63.23"
"50","4501","trtexec","127.0.0.1","trt_volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","6.30"
"51","4501","trtexec","127.0.0.1","void nvinfer1::rt::cuda::poolCHW_PQT<3, 3, 2, 2, 7, 7, 225, 5, 1, true, (nvinfer1::rt::cuda::ITiledPooling::PoolingMode)0, false>(nvinfer1::rt::cuda::TiledPoolingParams, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","3.97"
"51","4501","trtexec","127.0.0.1","void nvinfer1::rt::cuda::poolCHW_PQT<3, 3, 2, 2, 7, 7, 225, 5, 1, true, (nvinfer1::rt::cuda::ITiledPooling::PoolingMode)0, false>(nvinfer1::rt::cuda::TiledPoolingParams, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","2.39"
"52","4501","trtexec","127.0.0.1","void nvinfer1::rt::cuda::poolCHW_PQT<1, 1, 1, 1, 1, 1, 192, 1, 1, false, (nvinfer1::rt::cuda::ITiledPooling::PoolingMode)1, false>(nvinfer1::rt::cuda::TiledPoolingParams, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","3.23"
"52","4501","trtexec","127.0.0.1","void nvinfer1::rt::cuda::poolCHW_PQT<1, 1, 1, 1, 1, 1, 192, 1, 1, false, (nvinfer1::rt::cuda::ITiledPooling::PoolingMode)1, false>(nvinfer1::rt::cuda::TiledPoolingParams, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","1.09"
"53","4501","trtexec","127.0.0.1","volta_sgemm_128x32_nn","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","226.85"
"53","4501","trtexec","127.0.0.1","volta_sgemm_128x32_nn","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","26.01"
"54","4501","trtexec","127.0.0.1","generatedNativePointwise","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","3.36"
"54","4501","trtexec","127.0.0.1","generatedNativePointwise","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","0.79"
"55","4501","trtexec","127.0.0.1","volta_sgemm_128x32_sliced1x4_nn","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","110.50"
"55","4501","trtexec","127.0.0.1","volta_sgemm_128x32_sliced1x4_nn","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","23.85"
"56","4501","trtexec","127.0.0.1","generatedNativePointwise","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","3.30"
"56","4501","trtexec","127.0.0.1","generatedNativePointwise","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","0.80"
"57","4501","trtexec","127.0.0.1","volta_sgemm_64x32_sliced1x4_nn","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","36.38"
"57","4501","trtexec","127.0.0.1","volta_sgemm_64x32_sliced1x4_nn","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","17.88"
"58","4501","trtexec","127.0.0.1","void splitKreduce_kernel<float, float, float, float, true, false>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, void*, long, float*, int*)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","4.10"
"58","4501","trtexec","127.0.0.1","void splitKreduce_kernel<float, float, float, float, true, false>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, void*, long, float*, int*)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","0.48"
"59","4501","trtexec","127.0.0.1","generatedNativePointwise","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","2.72"
"59","4501","trtexec","127.0.0.1","generatedNativePointwise","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","0.24"
"60","4501","trtexec","127.0.0.1","void implicit_convolve_sgemm<float, float, 1024, 5, 5, 3, 3, 3, 1, false, false, true>(int, int, int, float const*, int, float*, float const*, kernel_conv_params, unsigned long long, int, float, float, int, float const*, float const*, bool, int, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","42.43"
"60","4501","trtexec","127.0.0.1","void implicit_convolve_sgemm<float, float, 1024, 5, 5, 3, 3, 3, 1, false, false, true>(int, int, int, float const*, int, float*, float const*, kernel_conv_params, unsigned long long, int, float, float, int, float const*, float const*, bool, int, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","13.74"
"61","4501","trtexec","127.0.0.1","void op_generic_tensor_kernel<3, float, float, float, 256, (cudnnGenericOp_t)0, (cudnnNanPropagation_t)0, 0>(cudnnTensorStruct, float*, cudnnTensorStruct, float const*, cudnnTensorStruct, float const*, float, float, float, cudnnActivationStruct, reducedDivisorArray, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","4.99"
"61","4501","trtexec","127.0.0.1","void op_generic_tensor_kernel<3, float, float, float, 256, (cudnnGenericOp_t)0, (cudnnNanPropagation_t)0, 0>(cudnnTensorStruct, float*, cudnnTensorStruct, float const*, cudnnTensorStruct, float const*, float, float, float, cudnnActivationStruct, reducedDivisorArray, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","12.36"
"62","4501","trtexec","127.0.0.1","void op_generic_tensor_kernel<1, float, float, float, 256, (cudnnGenericOp_t)8, (cudnnNanPropagation_t)1, 1>(cudnnTensorStruct, float*, cudnnTensorStruct, float const*, cudnnTensorStruct, float const*, float, float, float, cudnnActivationStruct, reducedDivisorArray, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","4.42"
"62","4501","trtexec","127.0.0.1","void op_generic_tensor_kernel<1, float, float, float, 256, (cudnnGenericOp_t)8, (cudnnNanPropagation_t)1, 1>(cudnnTensorStruct, float*, cudnnTensorStruct, float const*, cudnnTensorStruct, float const*, float, float, float, cudnnActivationStruct, reducedDivisorArray, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","13.92"
"63","4501","trtexec","127.0.0.1","void nvinfer1::rt::cuda::poolCHW_PQT<3, 3, 2, 2, 4, 28, 513, 2, 1, true, (nvinfer1::rt::cuda::ITiledPooling::PoolingMode)0, false>(nvinfer1::rt::cuda::TiledPoolingParams, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","4.19"
"63","4501","trtexec","127.0.0.1","void nvinfer1::rt::cuda::poolCHW_PQT<3, 3, 2, 2, 4, 28, 513, 2, 1, true, (nvinfer1::rt::cuda::ITiledPooling::PoolingMode)0, false>(nvinfer1::rt::cuda::TiledPoolingParams, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","10.55"
"64","4501","trtexec","127.0.0.1","void genericReformat::copyPackedKernel<float, float, true, true, genericReformat::ArrayN<4>, 4>(unsigned int, unsigned int, void const*, genericReformat::ArrayN<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayN<4>, int, int, int, float const*, void*, genericReformat::ArrayN<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayN<4>, int, int, int, float const*, genericReformat::ArrayN<4>)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","5.09"
"64","4501","trtexec","127.0.0.1","void genericReformat::copyPackedKernel<float, float, true, true, genericReformat::ArrayN<4>, 4>(unsigned int, unsigned int, void const*, genericReformat::ArrayN<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayN<4>, int, int, int, float const*, void*, genericReformat::ArrayN<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayN<4>, int, int, int, float const*, genericReformat::ArrayN<4>)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","8.06"
"65","4501","trtexec","127.0.0.1","trt_volta_scudnn_128x32_sliced1x4_ldg4_relu_exp_small_nhwc_tn_v1","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","92.96"
"65","4501","trtexec","127.0.0.1","trt_volta_scudnn_128x32_sliced1x4_ldg4_relu_exp_small_nhwc_tn_v1","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","5.95"
"66","4501","trtexec","127.0.0.1","void genericReformat::copyPackedKernel<float, float, false, true, genericReformat::IdentityCoordMapper<4>, 4>(unsigned int, unsigned int, void const*, genericReformat::ArrayN<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayN<4>, int, int, int, float const*, void*, genericReformat::ArrayN<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayN<4>, int, int, int, float const*, genericReformat::IdentityCoordMapper<4>)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","7.52"
"66","4501","trtexec","127.0.0.1","void genericReformat::copyPackedKernel<float, float, false, true, genericReformat::IdentityCoordMapper<4>, 4>(unsigned int, unsigned int, void const*, genericReformat::ArrayN<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayN<4>, int, int, int, float const*, void*, genericReformat::ArrayN<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayN<4>, int, int, int, float const*, genericReformat::IdentityCoordMapper<4>)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","26.30"
"67","4501","trtexec","127.0.0.1","void nvinfer1::rt::cuda::poolCHW_PQT<3, 3, 2, 2, 14, 14, 841, 2, 1, true, (nvinfer1::rt::cuda::ITiledPooling::PoolingMode)0, false>(nvinfer1::rt::cuda::TiledPoolingParams, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","4.10"
"67","4501","trtexec","127.0.0.1","void nvinfer1::rt::cuda::poolCHW_PQT<3, 3, 2, 2, 14, 14, 841, 2, 1, true, (nvinfer1::rt::cuda::ITiledPooling::PoolingMode)0, false>(nvinfer1::rt::cuda::TiledPoolingParams, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","7.04"
"68","4501","trtexec","127.0.0.1","trt_volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","53.70"
"68","4501","trtexec","127.0.0.1","trt_volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","8.48"
"69","4501","trtexec","127.0.0.1","trt_volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","92.06"
"69","4501","trtexec","127.0.0.1","trt_volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","6.45"
"70","4501","trtexec","127.0.0.1","trt_volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","63.23"
"70","4501","trtexec","127.0.0.1","trt_volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","6.30"
"71","4501","trtexec","127.0.0.1","void nvinfer1::rt::cuda::poolCHW_PQT<3, 3, 2, 2, 7, 7, 225, 5, 1, true, (nvinfer1::rt::cuda::ITiledPooling::PoolingMode)0, false>(nvinfer1::rt::cuda::TiledPoolingParams, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","3.97"
"71","4501","trtexec","127.0.0.1","void nvinfer1::rt::cuda::poolCHW_PQT<3, 3, 2, 2, 7, 7, 225, 5, 1, true, (nvinfer1::rt::cuda::ITiledPooling::PoolingMode)0, false>(nvinfer1::rt::cuda::TiledPoolingParams, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","2.41"
"72","4501","trtexec","127.0.0.1","void nvinfer1::rt::cuda::poolCHW_PQT<1, 1, 1, 1, 1, 1, 192, 1, 1, false, (nvinfer1::rt::cuda::ITiledPooling::PoolingMode)1, false>(nvinfer1::rt::cuda::TiledPoolingParams, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","3.20"
"72","4501","trtexec","127.0.0.1","void nvinfer1::rt::cuda::poolCHW_PQT<1, 1, 1, 1, 1, 1, 192, 1, 1, false, (nvinfer1::rt::cuda::ITiledPooling::PoolingMode)1, false>(nvinfer1::rt::cuda::TiledPoolingParams, int)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","1.14"
"73","4501","trtexec","127.0.0.1","volta_sgemm_128x32_nn","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","226.85"
"73","4501","trtexec","127.0.0.1","volta_sgemm_128x32_nn","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","26.00"
"74","4501","trtexec","127.0.0.1","generatedNativePointwise","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","3.30"
"74","4501","trtexec","127.0.0.1","generatedNativePointwise","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","0.81"
"75","4501","trtexec","127.0.0.1","volta_sgemm_128x32_sliced1x4_nn","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","110.43"
"75","4501","trtexec","127.0.0.1","volta_sgemm_128x32_sliced1x4_nn","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","23.86"
"76","4501","trtexec","127.0.0.1","generatedNativePointwise","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","3.39"
"76","4501","trtexec","127.0.0.1","generatedNativePointwise","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","0.79"
"77","4501","trtexec","127.0.0.1","volta_sgemm_64x32_sliced1x4_nn","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","36.51"
"77","4501","trtexec","127.0.0.1","volta_sgemm_64x32_sliced1x4_nn","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","17.81"
"78","4501","trtexec","127.0.0.1","void splitKreduce_kernel<float, float, float, float, true, false>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, void*, long, float*, int*)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","3.87"
"78","4501","trtexec","127.0.0.1","void splitKreduce_kernel<float, float, float, float, true, false>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, void*, long, float*, int*)","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","0.51"
"79","4501","trtexec","127.0.0.1","generatedNativePointwise","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","2.85"
"79","4501","trtexec","127.0.0.1","generatedNativePointwise","2021-Sep-18 06:35:44","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","0.23"
"80","4501","trtexec","127.0.0.1","void implicit_convolve_sgemm<float, float, 1024, 5, 5, 3, 3, 3, 1, false, false, true>(int, int, int, float const*, int, float*, float const*, kernel_conv_params, unsigned long long, int, float, float, int, float const*, float const*, bool, int, int)","2021-Sep-18 06:35:45","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","42.69"
"80","4501","trtexec","127.0.0.1","void implicit_convolve_sgemm<float, float, 1024, 5, 5, 3, 3, 3, 1, false, false, true>(int, int, int, float const*, int, float*, float const*, kernel_conv_params, unsigned long long, int, float, float, int, float const*, float const*, bool, int, int)","2021-Sep-18 06:35:45","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","13.65"
"81","4501","trtexec","127.0.0.1","void op_generic_tensor_kernel<3, float, float, float, 256, (cudnnGenericOp_t)0, (cudnnNanPropagation_t)0, 0>(cudnnTensorStruct, float*, cudnnTensorStruct, float const*, cudnnTensorStruct, float const*, float, float, float, cudnnActivationStruct, reducedDivisorArray, int)","2021-Sep-18 06:35:45","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","4.96"
"81","4501","trtexec","127.0.0.1","void op_generic_tensor_kernel<3, float, float, float, 256, (cudnnGenericOp_t)0, (cudnnNanPropagation_t)0, 0>(cudnnTensorStruct, float*, cudnnTensorStruct, float const*, cudnnTensorStruct, float const*, float, float, float, cudnnActivationStruct, reducedDivisorArray, int)","2021-Sep-18 06:35:45","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","12.49"
"82","4501","trtexec","127.0.0.1","void op_generic_tensor_kernel<1, float, float, float, 256, (cudnnGenericOp_t)8, (cudnnNanPropagation_t)1, 1>(cudnnTensorStruct, float*, cudnnTensorStruct, float const*, cudnnTensorStruct, float const*, float, float, float, cudnnActivationStruct, reducedDivisorArray, int)","2021-Sep-18 06:35:45","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","4.61"
"82","4501","trtexec","127.0.0.1","void op_generic_tensor_kernel<1, float, float, float, 256, (cudnnGenericOp_t)8, (cudnnNanPropagation_t)1, 1>(cudnnTensorStruct, float*, cudnnTensorStruct, float const*, cudnnTensorStruct, float const*, float, float, float, cudnnActivationStruct, reducedDivisorArray, int)","2021-Sep-18 06:35:45","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","13.26"
"83","4501","trtexec","127.0.0.1","void nvinfer1::rt::cuda::poolCHW_PQT<3, 3, 2, 2, 4, 28, 513, 2, 1, true, (nvinfer1::rt::cuda::ITiledPooling::PoolingMode)0, false>(nvinfer1::rt::cuda::TiledPoolingParams, int)","2021-Sep-18 06:35:45","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","4.22"
"83","4501","trtexec","127.0.0.1","void nvinfer1::rt::cuda::poolCHW_PQT<3, 3, 2, 2, 4, 28, 513, 2, 1, true, (nvinfer1::rt::cuda::ITiledPooling::PoolingMode)0, false>(nvinfer1::rt::cuda::TiledPoolingParams, int)","2021-Sep-18 06:35:45","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","10.44"
"84","4501","trtexec","127.0.0.1","void genericReformat::copyPackedKernel<float, float, true, true, genericReformat::ArrayN<4>, 4>(unsigned int, unsigned int, void const*, genericReformat::ArrayN<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayN<4>, int, int, int, float const*, void*, genericReformat::ArrayN<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayN<4>, int, int, int, float const*, genericReformat::ArrayN<4>)","2021-Sep-18 06:35:45","1","41","Command line profiler metrics","gpu__time_duration.sum","usecond","4.77"
"84","4501","trtexec","127.0.0.1","void genericReformat::copyPackedKernel<float, float, true, true, genericReformat::ArrayN<4>, 4>(unsigned int, unsigned int, void const*, genericReformat::ArrayN<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayN<4>, int, int, int, float const*, void*, genericReformat::ArrayN<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayNWithReducedDivisors<4>, genericReformat::ArrayN<4>, int, int, int, float const*, genericReformat::ArrayN<4>)","2021-Sep-18 06:35:45","1","41","Command line profiler metrics","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","8.62"
